Mixture	B	CD4Tconv	CD8T	DC	Endothelial	Epithelial	NK	Plasma	Malignant	Mono/Macro	P-value	Correlation	RMSE	Absolute score (sig.score)
value...33	0.0438436392423578	0.127603797757143	0.0219251116410303	0.116176378360071	0.25926379705457	0.0167189270982933	0.065119466652386	0.00124735089123064	1.08952537000147	0.0633423045617403	0	0.814613533380822	0.903428856514987	1.80476614326029
value...34	0.094826131027399	0.054668326125205	0	0.162710293163289	0.178954762727463	0.0189974307691265	0.0284655107891138	0	1.23775159195498	0.0367686010087151	0	0.815117766737942	0.896156160525384	1.81314264756529
value...35	0.157195217134537	0.169518588470185	0.0510748121735177	0.230156809329342	0.167290264789557	0.00131882056536924	0.0719592007570722	0.00111189329391552	0.854948957651116	0.0669025836702691	0	0.843201252162113	0.910014136569634	1.77147714783488
value...36	0.180233032910975	0.0809396855658513	0.0215796476350052	0.0650109749812577	0.179291916713678	0.222414460856808	0.154468407088151	0	0.845298458797553	0.0878393181937278	0	0.838654856333518	0.910635620682928	1.83707590274301
value...37	0.0247596499199017	0	0	0.0143078432411615	0.0791685239674783	0	0	0.000201528377905894	1.67470008332958	0	0	0.801187345956555	0.871889217845028	1.79313762883603
value...38	0.0640963373311634	0.0830011868964095	0.0432956896090296	0.133070903223063	0.324224519706345	0	0.200062934036543	0.000794130690577637	0.886316778776625	0.0566946975037028	0	0.835114292747574	0.908176030923856	1.79155717777346
value...39	0.0730756258129299	0.141496352280165	0.0331874634914672	0.29796834083169	0.284406055358953	0.0223719093640245	0.132967290537345	0.000166130610680181	0.763554170884176	0.0460898349321003	0	0.847068869896317	0.911689055716559	1.79528317410353
value...40	0.162344556777111	0.162024298889258	0.057142934292515	0.0937810813350758	0.266622861694617	0.140935573736263	0.0680812846055991	0.0030686963828619	0.772279711503813	0.0810734995590829	0	0.830398063878882	0.915339758744111	1.8073544987762
value...41	0.290939969833726	0.142911035463436	0.047097057612903	0.164352823767808	0.236567422194302	0.145465305342544	0.22118304776337	0.00484742074324865	0.494408141715648	0.0311067517944571	0	0.867690266614492	0.915959335611943	1.77887897623144
value...42	0.052714358323714	0.0342980606224712	0	0.0611146255419557	0.170049527794646	0.117971995027833	0.00206507230383234	0.000788058116359098	1.36375601429688	0.00869197570875338	0	0.80199360724627	0.88857522393674	1.81144968773644
value...43	0.16961272760248	0.1682182751998	0	0.134046829961917	0.159007774977833	0.186379127493236	0.0781905548717518	0.00207916522695269	0.887491822634023	0.0271577635723951	0	0.830412984147467	0.910562782903289	1.81218404154039
value...44	0.112929577845828	0.0924598071260071	0	0.153404111571301	0.213216521521856	0.0673134850765292	0.0333048845176465	0.000756923986829197	1.04480288516494	0.0841835710350461	0	0.817718447857347	0.904639194414071	1.80237176784599
value...45	0.234001179584255	0.237868403209403	0.0905728440726979	0.214401983361323	0.225785187955402	0	0.203243199410666	0.00532190550415129	0.522128569160989	0	0	0.86262675741247	0.91250078904794	1.73332327225889
value...46	0.107461657109711	0.132775608718052	0.0627578151108902	0.196620075014484	0.258084587276308	0.167325971581368	0.061170137788091	0.00173908570217954	0.757691693620618	0.0741301024071151	0	0.847867166338822	0.913060504905981	1.81975673432882
value...47	0.197871967392441	0.282127527599266	0.188193961935947	0.1056562573	0.306794663204358	0.417267735848986	0.198157032532045	0.0134009562499024	0.0277854221408106	0.0755038187396273	0	0.874456394133323	0.908913391192287	1.81275934294338
value...48	0.112472826422091	0.0950719232102887	0.0157368022576893	0.0407623842481186	0.175891258915579	0.106276595380014	0.143411171626627	0.000373758473770145	1.1226208356539	0	0	0.8216432696699	0.901045991229794	1.81261755618808
value...49	0.0818093434579843	0.158636829798786	0	0.202393559121998	0.232979273288309	0	0.131963492858994	0.000625442251591707	0.937981146138565	0.0345694440999606	0	0.829748885045485	0.908258315290455	1.78095853101619
value...50	0.0432086088805258	0.0203821738686069	0	0.0391281264789604	0.0991966434912524	0.00439600592137981	0.00783171722795631	0	1.59131387635491	0	0	0.807358529884595	0.87677552424923	1.80545715222359
value...51	0.360693628377387	0.41999658025609	0.0684480566559388	0.360704866848085	0.256454361794527	0.109350046045728	0.0336876628561565	0.00213289109166649	0.0159247618712898	0.0801315565478987	0	0.915609702997386	0.902994879589873	1.70752441234477
value...52	0.0851143573747073	0.0835554659953435	0	0.0932544773868382	0.162876056779003	0.0215518538334064	0.0630610475664866	0	1.28457506437058	0.0137895709766068	0	0.813013300412496	0.89447760983639	1.80777789428298
value...53	0.258715772423336	0.157647215140612	0.0944650113558468	0.478813363612004	0.348223083107886	0.082766924783954	0.23167590640412	0.00425443790700248	0.0668351204582275	0.0522273621135401	0	0.902118183026567	0.902382141807718	1.77562419730653
value...54	0.133770086576045	0.191258526725449	0.0564680813170573	0.286118614798491	0.173890071054402	0	0.186836649583268	0.00240574084475525	0.6001722239357	0.133747138655877	0	0.87903271513811	0.908457511156047	1.76466713349104
value...55	0.0772420986371633	0.0654554325172681	0.0095869657445455	0.061200514208275	0.141504020144754	0.022909585841484	0.0147735880324009	0.00196262238640987	1.36711794205032	0.0352637317024033	0	0.801035092886916	0.890748753438334	1.79701650126502
value...56	0.179104537439574	0.197439798404681	0.104464076026612	0.313546072655892	0.0983967243764286	0.273542148657011	0.0148134859710597	0.000984575403808755	0.508605266734382	0.133538647336968	0	0.886208451871996	0.912433229195632	1.82443533300642
value...57	0.269299099734032	0.247060759743384	0.179653146325034	0.148909473883161	0.124395290362674	0.0947750729548311	0.125017653824353	0.00745445175969197	0.399177599148045	0.16812189003006	0	0.882970237067063	0.910646643565584	1.76386443776527
value...58	0.137383168275325	0.185778782418295	0	0.151958341474673	0.257730870357633	0.260954244521259	0.042362064294955	0.00126493727572651	0.78356922117921	0.0212380143819679	0	0.841895487259007	0.911939507368471	1.84223964417905
value...59	0.100652742901962	0.191212229056729	0.0342641122750068	0.171958142597128	0.105348776792291	0.00752983629596249	0.04072014996137	0.00306075639131919	1.105870171934	0	0	0.811204147252886	0.903423033409855	1.76061691820577
value...60	0.189661574792555	0.167411816534662	0.0333925311907244	0.0566245024836654	0.0857336272789705	0.186093001920704	0.023395075615757	0.00330436191991458	1.04722485053771	0	0	0.808662424235933	0.905243016320989	1.79284134227466
value...61	0.0742305034771932	0.0269651770397036	0.00344586918175985	0.076432848566579	0.101261789702621	0	0.0075865629950079	0.000417684461617112	1.49250965615039	0	0	0.807562746033003	0.88200180099028	1.78285009157487
value...62	0.152716138157705	0.147758108108362	0	0.0791643291970533	0.124524695333416	0.125210617133092	0.0354857718118059	0	1.15651133561385	0	0	0.813175208804788	0.901014134545867	1.82137099535529
value...63	0.0567187812914801	0.0108447432147268	0.0132450992109414	0.110411235026318	0.135871978502098	0.0184363653607546	0.032916430502358	0.000527401521939016	1.40509238521977	0.0111169699706888	0	0.802598646016643	0.888068353254742	1.79518138982107
value...64	0.310415267673956	0.45671797843907	0.189382494858042	0.230936162280586	0.213187087965097	0.0724757754982882	0.131905497426375	0.0102537569552054	0.0326667877577379	0.0512007176911574	0	0.887423983723272	0.89918413896575	1.69914152654552
value...65	0.0951602197726341	0.142252372869393	0.0201099789045659	0.0734453833364868	0.295227038745008	0.0958819461994335	0.0275206046961978	0.00099475068481109	1.04855982421722	0.00633666086135744	0	0.804985862778852	0.9059174710206	1.80548878028711
value...66	0.218157487690233	0.105258910648838	0.00220208240780468	0.334279295181164	0.278592042941259	0.149741507428342	0.0842974822184902	0.00490717411641007	0.616603947617691	0	0	0.852205152312555	0.916226729523029	1.79403993025023
value...67	0.254593409463848	0.27451844268265	0.0621546300159968	0.223029771435481	0.240404631375681	0	0.0276745519456122	0.00668629406008637	0.612043300939179	0.0143245118499465	0	0.849652726205633	0.915744924327541	1.71542954376848
value...68	0.273190912162402	0.204422632179136	0.157029286234084	0.641121533431665	0.0793162065648219	0.0407846861067854	0.179348287916753	0.00607776647757899	0.0279263899590614	0.164581223690679	0	0.918463334428979	0.883330133183021	1.77379892472297
value...69	0.235133312769119	0.248388127659297	0.154293175158469	0.368039361895352	0.0878839703115531	0.179020914297936	0.302831019395183	0.00957225930500671	0.0214701647890228	0.171418997661776	0	0.896312791670016	0.89241630171673	1.77805130324271
value...70	0.112391635093328	0.337088866869497	0.0940119774175856	0.44622439111622	0.135890875953219	0.111305901649034	0.136362415674951	0.00749095790632216	0.336703623684376	0.0463863278032292	0	0.894094681439283	0.907939334121309	1.76385697316776
value...71	0.0497926598618062	0.101639704951266	0	0.131250768260685	0.110530675105621	0.0145390602563754	0.0249632920278794	0.00297366935676827	1.31353615123248	0.059183302068465	0	0.816952394671221	0.891929846604344	1.80840928312135
value...72	0.104323105223831	0.0917646231171419	0.0770881542422925	0.145458234162269	0.200768035655795	0.134836718754944	0.0618473180712749	0.00369479536895182	0.927939088152964	0.062643600271122	0	0.830015161983704	0.908689687789679	1.81036367302059
value...73	0.165141857302504	0.186466743905017	0.0243922306197353	0.109594460993328	0.205887060171257	0.00714949964686715	0.0761741193888076	0.001124117183638	0.97213107102926	0.0154974452612383	0	0.82432628160431	0.908385556855398	1.76355860550165
value...74	0.157379843331885	0.175907313802645	0.00471373652959145	0.320750487811681	0.260174915439176	0.0842238425476155	0.00557938714426583	0.00163581174080533	0.77955610857806	0	0	0.850901647954238	0.911550921534864	1.78992144692572
value...75	0.0644142284734025	0.284742234502689	0.0315361041547358	0.342880495328431	0.0738708082054448	0.0825480490848485	0.25228547395571	3.22415097274683e-05	0.437173439361672	0.24670655370279	0	0.89858348203207	0.901342910452812	1.81618962827945
value...76	0.14230059173952	0.102695325008467	0	0.0985081702175889	0.179412339230861	0.117905090902931	0.0995058560368299	0.000716937444029498	1.06693440489945	0	0	0.823546017604826	0.903665088688078	1.80797871547968
value...77	0.105548421134261	0.126853021610327	0.0308660979138728	0.191523572380435	0.0927587586190717	0.0065315817020784	0.0249445854267891	0.000352835772384314	1.20879132495011	0	0	0.807030731376912	0.899475336923311	1.78817019950933
value...78	0.0995110812720075	0.188063725252457	0.0115045476830526	0.214044754266314	0.346672275971366	0.0334969758600892	0.0998552215783127	0.004388875940675	0.779768709934078	0	0	0.839444161913071	0.912808559628608	1.77730616775835
value...79	0.0905922740676526	0.159054777233554	0	0.0783656672924486	0.166379863668735	0.0901150805571703	0.0849571239479811	0.00164273817015222	1.12547489264672	0	0	0.809836871369823	0.902542436184871	1.79658241758442
value...80	0.221711260142762	0.0821768517086303	0	0.3220608414924	0.270177076413203	0.0974981829135472	0.0445574333222421	0.00317187941638893	0.640458517436542	0.111918331523514	0	0.858821971177678	0.912979309204949	1.79373037436923
value...81	0.274961014212578	0.371099122861623	0.172394872273018	0.182336724941788	0.311076175790225	0	0.20382638098212	0.00144424854360982	0.0193637135551677	0.173630908621336	0	0.916400686210543	0.893813246999719	1.71013316178146
value...82	0.297191437227518	0.34706718859295	0.167924067818766	0.216741926431006	0.129151610168971	0.497897131638183	0.0809244090860154	0.00804022950510062	0.00261417372453281	0.0681822019716274	0	0.898085289767112	0.906078864313625	1.81573437616467
value...83	0.191407107168459	0.162538222353935	0.0916505736590048	0.691058261988817	0.0781456838836562	0.315339286927511	0.100122198219198	0.00993474702017828	0	0.22063490843887	0	0.89662349951755	0.893511677548103	1.86083098965963
value...84	0.295261320554577	0.308960081908015	0	0.306603221606199	0.219725639506818	0.0119498405640638	0.247298272447192	0.00613279044922944	0.212297517527946	0.123429217273057	0	0.898053810468828	0.902890970754432	1.7316579018371
value...85	0.13339906060129	0.0801554576746115	0.0543998131136731	0.397197471217869	0.196132167465546	0.149965584965324	0.192013345118906	0	0.467968479737955	0.169758006153836	0	0.890976948368749	0.908744981923095	1.84098938604901
value...86	0.103607479067646	0.0764165238570339	0	0.109228944925445	0.105491619602152	0.0205057379451591	0.0971427621106042	0.00256692922054566	1.26892266784995	0	0	0.804088457082725	0.896264141130187	1.78388266457854
value...87	0.226675562753022	0.312029384295689	0.152604756658987	0.137384359456024	0.301979099110733	0.108611967024111	0.348045336316892	0.00187818101741057	0.028241358862498	0.155690582413835	0	0.913789173212807	0.894244433468135	1.7731405879092
value...88	0.115800086401957	0.220622917187405	0.0855169240182309	0.407378660657886	0.145163459019153	0.139761651565097	0.157174980486406	0.00358666830244728	0.357340376072314	0.180174676787817	0	0.895915757544569	0.907081749816859	1.81252040049871
value...89	0.110205492491804	0.138297418835517	0	0.13740146998816	0.199381577714732	0.0565696336647918	0.0728124572784323	0.00119285632918512	1.07072203404395	0	0	0.815716794542428	0.90451416129192	1.78658294034658
value...90	0.116426037200644	0.124257808150759	0.00245234818647756	0.354023204444773	0.304372559612326	0.0312170985256246	0.0536304606073586	0.00117305218272964	0.63200384564965	0.177352305258086	0	0.878735143221864	0.907768271240324	1.79690871981843
value...91	0.101352465646905	0.149351215451672	0	0.088712511756358	0.157246406174426	0.119602212877067	0.0885784118529359	0.000550535434192542	1.05800141557546	0.0608545947301938	0	0.827797164444513	0.903935158511517	1.82424976949921
value...92	0.198688095159822	0.214700372442408	0	0.234225502700051	0.154156462367209	0.112491326981542	0.0442539752146555	0.00347643693536968	0.702735371635288	0.13056823121426	0	0.854501911523967	0.913183625603605	1.79529577465061
value...93	0.103824141373162	0.118371605867651	0.0180755310443527	0.135187866245865	0.0894557397795136	0.135136274389606	0.0422982051965831	0.00206875905356181	1.12444745920343	0.049910645392426	0	0.817560399094514	0.901403089275485	1.81877622754615
value...94	0.0850848044756998	0.129438485312927	0.0005264836426582	0.14773764299478	0.2699989733923	0	0.0824284263684971	0.00208636519614724	0.978307360927298	0.0879482778394739	0	0.834070791590584	0.905442313164771	1.78355682014978
value...95	0.24685231734328	0.388514746736122	0.144584537779959	0.271280896013155	0.203634216611897	0	0.184434325826456	0.0113053319579488	0.181214318676316	0.0748012273418912	0	0.888259994786961	0.900398567739391	1.70662191828703
value...96	0.156564756881727	0.229483811958702	0.023149252594757	0.269767781272383	0.290536346634091	0	0.0617302932862601	0.00344720498656318	0.618849073864932	0.10857349545373	0	0.865543417051724	0.912904114984642	1.76210201693315
value...97	0.334552422334037	0.309904452335022	0.148972030766752	0.147632613558874	0.157642231429475	0.272519466393895	0.105222769652129	0.00655769013523752	0.242901521092099	0.0569442290173833	0	0.887582641042894	0.913637608952352	1.7828494267149
value...98	0.142656916212002	0.0958109070015141	0	0.161399652058681	0.274648069813821	0	0.0475612727173756	0.000777489238674481	0.940654080919461	0.11571820432185	0	0.829126143071975	0.907201226646165	1.77922659228338
value...99	0.136341863247405	0.114963298743995	0.0116837650839073	0.144504171448436	0.317386160652006	0	0.193436741811954	0.00182560499728581	0.814079336284604	0.0450705779747502	0	0.842314214008399	0.910776335557647	1.77929152024434
value...100	0.149864534634154	0.269985471693817	0.00898815812699099	0.385453206829651	0.202055944555043	0	0.0239579441006401	0.000857510034112964	0.700910381286516	0	0	0.861900527197057	0.911287974505001	1.74207315126092
