Mixture	B	Endothelial	Fibroblasts	Mono/Macro	Tprolif	CD4Tconv	CD8Tex	Malignant	P-value	Correlation	RMSE	Absolute score (sig.score)
value...55	0.0223912125957181	0.46243246936806	0.165472226542928	0.262842588137786	0.313095078433182	0.403859506057179	0.141286373045496	0.855826857645068	0	0.875993119454447	0.619095845586422	2.62720631182542
value...56	0.00983812729578966	0.0539495174108046	0	0.0489913827586795	0.16726243434857	0.104165591684724	0.00326792273102946	2.03698444371678	0	0.877877475793149	0.490658135490109	2.42445941994638
value...57	0	0.12046814779564	0.0344369384881791	0.0620851616302892	0.338354989455536	0.200239398651616	0.127334694246917	1.5981679412754	0	0.871322291237526	0.547333301329982	2.48108727154358
value...58	0.00514778033965362	0.0820797035633156	0.0258858367380257	0.00386220291646419	0.147702752806698	0.0268444061331527	0.00731006516564373	2.14221030643792	0	0.879312045647801	0.482163411771255	2.44104305410088
value...59	0.370227014699725	0.393985647951197	0.132506790093292	0.580723121766122	0.0879642346740885	0.155946496877241	0.0666844425543957	0.869812320612691	0	0.881761682138902	0.597413310244724	2.65785006922875
value...60	0.191057774817695	0.0625421487818656	0	0.114134138698858	0.416848731334808	0.297181245107238	0.126771855880569	1.25322847894847	0	0.874590277621585	0.584063200239537	2.4617643735695
value...61	0.0143314059472767	0.278350449455975	0.212749089876527	0.120248995349489	0.229743833458447	0.0933932961414779	0.0660202597268869	1.56407998979063	0	0.857730477224274	0.561969313955022	2.57891731974671
value...62	0.632697208296881	0.204764821652454	0	0.0383326729515455	0.3805609834614	0.344732384299762	0.4496591649877	0.460079216911508	0	0.913678354408584	0.554949776199899	2.51082645256125
value...63	0.000372153483440809	0.167870337738319	0	0.0735597106525204	0.133866444220691	0.140722302213773	0.148463757612076	1.80023413439039	0	0.869480499701267	0.524765128154453	2.46508884031121
value...64	0.374004610104877	0.0970076725211849	0.0693811506192496	0.396984048791238	0.382819353240837	0.414448516143006	0.395956625938235	0.46366955691433	0	0.913431195419603	0.563523447123012	2.59427153427296
value...65	0.402212989674415	0.206662576864091	0.396507806714463	0.395689516524339	0.780255700616494	0.37168386110404	0.145451663346614	0.0359141021596362	0	0.878366043190781	0.595262053530743	2.73437821700409
value...66	0.22985105056492	0.144266541783793	0.0820150075433454	0.085552151459902	0.371401108022536	0.329246004988061	0.132841081860979	1.14147031901603	0	0.871663655404668	0.603620191437065	2.51664326523957
value...67	0.0324480809324161	0.048241429340212	0.0308656042027904	0.00564547956385709	0.134540941083418	0.0590952460889511	0	2.12289629829674	0	0.882657608498286	0.477575126286094	2.43373307950839
value...68	0.355807507214561	0.0380334052167176	0.330479240679286	0.165131781360702	0.350304831925061	0.236000089482045	0.0765019923853849	1.04986320050356	0	0.853043736038327	0.616047650182273	2.60212204876732
value...69	0.0994149063307453	0.0107251672711092	0.0156819601182217	0.0799005787909907	0.351716163803667	0.0751614715637361	0.0791781588343771	1.74027546279082	0	0.871036626941723	0.530230691686719	2.45205386950367
value...70	0.0461741580233239	0.281405019949873	0.119958392854821	0.422157482440953	0.256739099988339	0.547251344641085	0.471415486876349	0.516789391190686	0	0.905660597339482	0.576546490695875	2.66189037596543
value...71	0.0205142984864522	0.106518790246638	0.0822593539726705	0.153715385907435	0.145096437242426	0.142107681764188	0.0416395234488397	1.82627947874549	0	0.872337713566548	0.519981944534804	2.51813094981414
value...72	0.261272469178072	0	0.00941840834575859	0.226170333786129	0.438945791092225	0.368727336988281	0.0673411048698158	1.11882959354432	0	0.885206497025904	0.58616809504166	2.4907050378046
value...73	0.102186808397018	0.393643423279892	0.364934455853498	0.434630432324201	0.642375853655838	0.256130026221697	0.15999465847877	0.391082138352327	0	0.865985716060765	0.625370690102533	2.74497779656324
value...74	0	0.00325222243919674	0	0	0.0801891917657093	0.005636085930748	0	2.28441606432672	0	0.883010973063681	0.470193637725885	2.37349356446237
value...75	0.328782967773589	0.317532887683991	0.0447996390068193	0.255856403691877	0.228111661136798	0.414508500365229	0.303540337993465	0.688333444216266	0	0.897193369890866	0.60466440574099	2.58146584186803
value...76	0	0.00930500667092116	0.00119157098183276	0	0.156674819006769	0.0637276457475013	0	2.17270629188612	0	0.880463106687155	0.478110071175663	2.40360533429314
