Mixture	B	Endothelial	Fibroblasts	Mono/Macro	Tprolif	CD4Tconv	CD8Tex	Malignant	P-value	Correlation	RMSE	Absolute score (sig.score)
value...69	0.351458869560364	0.783393004567934	0.122504741150002	0.81642805504433	0.0826238981982168	0.661863896269818	0.573173519333934	0	0	0.868799705123799	0.586780273393933	3.3914459841246
value...70	0.26049906903281	0.588005341051002	0.134104769143823	0.379929178511295	0.174784166103137	0.952903310539976	0.747020706751048	0.0187734749610868	0	0.934936022310056	0.505495257888139	3.25602001609418
value...71	0.0213022573085755	0.868348521959664	0.130756012397571	0.327886436611985	0.575844263641688	0.41625136499964	0.607234308676398	0.18600751758996	0	0.454466004413955	0.893123823929682	3.13363068318548
value...72	0.499675512799947	0.645010853307981	0.220094366054757	0.302032572338613	0.241884259443964	0.882858323983634	0.219392680741193	0.0522577846777339	0	0.7373142170423	0.711428418578451	3.06320635334782
value...73	0.236030109284643	0.332000214532233	0.448110399994824	0.544829548237921	0.283671266219286	0.526942382241224	0.724830512954831	0.0483464761272846	0	0.670552243850226	0.747526291316454	3.14476090959225
value...74	0.337241955166	0.423166026581899	0.299715346030286	0.129611215417865	0.331061668432451	0.946090589918595	0.543035257202658	0.0717754884175184	0	0.799147909687405	0.647430048787575	3.08169754716727
value...75	0.40853048856917	0.0937294770283736	0.0019868769644347	0.740145913361755	0.18548094316622	0.836632246187497	0.953638280178104	0.0078941182958048	0	0.82885376293029	0.581849314845824	3.22803834375136
value...76	0.48213592083631	0.481083233354408	0.285278121362417	0.823226459176921	0.331143566902311	0.386287463800316	0.174754881528152	0.122337059453438	0	0.601413107639929	0.802356440292199	3.08624670641427
value...77	0.175118206065533	0.256974951020133	0.193081601148788	0.285042341686558	0.528039649345423	1.13517403502958	0.215437780365049	0.16513330810679	0	0.529333216105605	0.848620094402933	2.95400187276785
value...78	0.219135122510418	0.675019256861091	0.565443692244451	0.414577480779086	0.190165867075996	0.660900300053777	0.450292008837164	0.0678944517006448	0	0.747639350135841	0.690836650032441	3.24342818006263
value...79	0.452230675156953	0.485760769507621	0.301817323775964	0.509679490499981	0.284136630003359	0.605188841448167	0.369841238734678	0.102465701689417	0	0.607097058222457	0.798993233675279	3.11112067081614
value...80	0.472890777965889	0.624220717614078	0.468700389860514	0.325304819865688	0.219013930258314	0.649386485064733	0.400300101000616	0.0248177296021826	0	0.772639015644229	0.675381204204366	3.18463495123201
value...81	0.126114356025308	0.260789828065291	0.376527498264183	0.751811425185808	0.112785891844913	0.762617023446134	0.9437207718005	0	0	0.864788830918529	0.558646990819026	3.33436679463214
value...82	0.628779183860793	0.578879849493301	0.134752915626045	0.234469853175796	0.116429493676735	0.892979916029731	0.445849001454647	0	0	0.929542654538317	0.527467870062293	3.03214021331705
value...83	0.52870981899827	0.682816105800305	0.0101425830587707	0.311369229315121	0.135111185764561	0.961497730468019	0.46645311995108	0.00491415898148481	0	0.903340833244387	0.553527478708982	3.10101393233761
value...84	0.18826843411116	0.740994448075047	0.225449797016843	0.893761706556607	0.0772397953152927	0.341681122847782	0.945379214403305	0	0	0.866322958429004	0.57139945130611	3.41277451832604
value...85	0.504833798106603	0.116330786357692	0.198259985404774	0.720249015842414	0.229214371390272	0.916945897464026	0.410545114821238	0.0317939636841565	0	0.840949196753254	0.598412475023456	3.12817293307118
value...86	0.257300825474331	0.802403556257755	0.0902890425156534	0.712513500518623	0.502285190287659	0.678202219196523	0	0.0833211767431635	0	0.46539233475284	0.885527530197031	3.12631551099371
value...87	0.403320442569255	0.23255825409185	0.324387226629509	0.923200882003513	0.0895303319293664	0.608213431713717	0.735867037488314	0.0149141620641495	0	0.855760444199281	0.576360759480298	3.33199176848967
value...88	0.300453980534394	0.445790358372429	0.109613479297374	0.56362193442348	0.163689738727152	0.914403634659675	0.690760706502526	0.0262619038376791	0	0.881865509860852	0.559806467893293	3.21459573635471
value...89	0.248272986709546	0.471451976303428	0.437840203978584	0.709763125927436	0.307280586080174	0.58547023967066	0.219717849359513	0.18634760085831	0	0.597801811572077	0.804643874743847	3.16614456888765
value...90	0.272498545504788	0.244580479981663	0.531065968695854	0.311889617762642	0.213572039923573	0.964800494476707	0.57672720365832	0.0596308307388732	0	0.765521506613311	0.668998673590947	3.17476518074242
value...91	0.50416160059811	0.215085069626304	0.143498684940301	0.812139416346388	0.425667744594739	0.22287896656185	0.568221580245493	0.261248869084291	0	0.551455336303877	0.834068083594418	3.15290193199748
value...92	0.434591993505138	0.595637501471292	0.0874925587931547	0.364680368646066	0.227116515983443	0.462776966552489	0.955565567602966	0.0505624027530704	0	0.852297802551654	0.587831105946952	3.17842387530762
value...93	0.561587741695062	0.591206629683527	0.0913442900195477	0.228165341188022	0.313984158117728	0.844275741016482	0.35683351692991	0.0345617191214663	0	0.608772420098116	0.797102025718707	3.02195913777174
value...94	0	0.419736584946044	0.629595260096287	0.76042387651181	0.345292176645373	0.493296385548435	0.415335488564984	0.160818072352028	0	0.575745798195314	0.81776240990705	3.22449784466496
value...95	0.124804294865077	0.865580036624971	0.194179646024834	0.477168768238074	0.140255292089149	0.734224782985557	0.809203512917754	0	0	0.896794482545776	0.55266479857915	3.34541633374542
value...96	0.077025378649992	0.507137655848711	0.451724872966208	0.439370819944403	0.263434684335017	0.766719869368387	0.672615871393201	0.0581845611768903	0	0.793026077975097	0.649291377056819	3.23621371368281
value...97	0.591032743060751	0.609027497014954	0.183598142954553	0.494257199450078	0.147446831305259	0.64282190539294	0.520011759263664	0	0	0.903209965035173	0.559417807311942	3.1881960784422
value...98	0.227753549120157	0.427315772728217	0.693106321981746	0.52339279487552	0.288213734425849	0.517058238909302	0.476205052919578	0.0672098469823273	0	0.5645961019121	0.825530552146191	3.2202553119427
value...99	0.0131888074053645	0.529448234146432	0.607736501797709	0.914291524551546	0.317647101981243	0.711606770198047	0.161111603225683	0.0298520660577456	0	0.661007204141011	0.755125870288896	3.28488260936377
value...100	0.0887651333487872	0.160763106325138	0.294040103919532	0.153488245418553	0.285565380373329	1.08424433902404	0.905351112330226	0.0891773899591889	0	0.862981529342134	0.552560963623488	3.06139481069879
