Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE	Absolute score (sig.score)
value...84	0	0.32357766083552	0.0178117821269652	0.126294248875046	0	0.272963093953177	0.0201472606029966	0	0	0	0.330655069988184	0	0.116323245116971	0	0	0.0612562610236718	0	0.234785700747129	0	0.186477953932687	0.231465859887006	0	0	0.559924905497796	0.83447455364885	1.92175813708935
value...85	0	0.137870622455738	0	0.251534476090813	0	0.0506776658988484	0.0499778896899143	0	0	0	0.34837627338702	0	0.110949041992152	0	0	0.0526982445034007	0.0623776945861744	0.152592189423343	0	0.190790313473159	0.230931602936488	0	0	0.481876173562446	0.87458909542844	1.63877601443705
value...86	0	0.177400104707239	0.0205684081858467	0.243274461814087	0	0	0	0	0.0118142784883605	0	0.241845671271287	0	0.0453747158463463	0	0	0.00160174641447346	0	0.115677059872788	0	0.114874890294311	0.130661010543767	0	0	0.273841538960088	0.991577544576676	1.10309234743851
value...87	0.0516040718741681	0.138424207938624	0	0.440258669451514	0	0.25998901351766	0.07612684018595	0	0	0	0.465042539897732	0.00315797245747071	0.0753386266829216	0	0	0.0484398273072565	0	0.141103990668193	0	0.150346057293789	0.265935359286813	0	0	0.664814604604926	0.755403610258412	2.11576717656209
value...88	0	0.256231711032229	0	0.347955399063948	0	0.0982392526411015	0.0105761378709073	0	0	0	0.266123158379573	0	0.11230477683651	0	0	0.0596021158751645	0	0.242572457125591	0	0.193029458383386	0.188954690963831	0	0	0.51231425044616	0.858623195314411	1.77558915817224
value...89	0	0.171378767285125	0	0.0994150135979054	0	0.219371205393588	0	0	0	0	0.156964491223999	0	0.0451059340839435	0	0	0.00904298442144995	0.00151417168447583	0.151584027057236	0	0.112039992526912	0.160401321926392	0	0	0.300527648011443	0.964454598181399	1.12681790920103
value...90	0	0.213233800035179	0.00602442905751502	0.0994389507773427	0	0.270525298090806	0	0	0	0	0.0519599167536702	0	0.0979901661597323	0	0	0.117057216113776	0	0.28728629702233	0	0.101477658730561	0.175831745637641	0	0	0.348564798658733	0.937115264909065	1.42082547837855
value...91	0	0.187715654361168	0	0.0349000832303984	0	0.290450928231271	0	0.00471492009011294	0	0	0.111006586861439	0	0.0539340839744433	0	0	0.0488219685006664	0	0.125884082194387	0	0.124237807156727	0.13530678116356	0	0	0.268580198293464	0.975237583295316	1.11697289576417
value...92	0	0.286108453106046	0.021440047583796	0.101454424266	0	0.292158146164416	0	0	0	0	0.0720222587650557	0	0.0902089298248871	0	0	0.0544196239346518	0	0.190388743389213	0	0.0762983289678586	0.208554151898333	0	0	0.409478081618195	0.910650177349323	1.39305310790026
value...93	0	0.148839107985038	0	0.214713516549757	0	0.136872167632405	0	0	0	0	0.104091624452828	0	0.0862704463231093	0	0	0.0169097086116575	0	0.139945966484082	0	0.131364943362754	0.149083317354287	0	0	0.251684722311826	0.985774983470275	1.12809079875592
value...94	0	0.235065098879303	0	0.0903402310962366	0	0.143539868797106	0	0	0	0	0.201974425727383	0	0.0830499613293315	0	0	0.0167435454331711	0	0.164959110504269	0	0.15465938003533	0.111298262304117	0	0	0.304248248284683	0.962200638029353	1.20162988410625
value...95	0.0164247780079132	0.211669682382183	0	0.501239483477794	0	0.166679832015293	0.0816769453029095	0	0	0	0.331068124104402	0	0.100038802433721	0	0	0.0399575126302855	0	0.219533545770022	0	0.140245399799266	0.19838304808571	0	0	0.554364616630974	0.832189947634189	2.0069171540095
value...96	0	0.273869899939588	0	0.164345821872774	0	0.228982226165963	0	0	0	0	0.192395681724462	0	0.112991335408994	0	0	0.0568009892679772	0	0.169232561400667	0	0.161022749523949	0.171604700325413	0	0	0.408812802250583	0.911274585442912	1.53124596562979
value...97	0.00883560450349583	0.196318141899443	0	0.391057351043069	0	0.1935584194612	0.0365025394909121	0	0	0	0.276903070000017	0	0.0421911595311682	0	0	0.0389494090301209	0	0.18505379601637	0	0.0998240957473466	0.2482542943806	0	0	0.53762297063414	0.84243124003699	1.71744788110374
value...98	0	0.283103653738377	0.00906511959154845	0.00298596280137543	0	0.192850407302649	0	0.0239382341498631	0	0	0.0310049015803165	0	0.0668349613864802	0	0	0.0386754122800727	0	0.195864432444267	0	0.10531354112735	0.16941866378398	0	0	0.307392208349611	0.956703692293817	1.11905529018628
value...99	0	0.182094749950316	0.0394779811883233	0.233220701664323	0	0.0651825984483953	0	0	0.015545075732605	0	0.329279469859393	0	0.090223809540084	0	0	0.0341684699084435	0	0.123140798366793	0	0.157783457653912	0.147864284918433	0	0	0.447426843093415	0.894893115038742	1.41798139723102
value...100	0	0.201193812677441	0.0101950297514873	0.152097666064682	0	0.25701068933271	0.0718526240440844	0	0	0	0.0427252525978711	0	0.0430269151738096	0	0	0.0240821589164139	0.0788149788998978	0.259172431048673	0.0255744556392649	0.0929139771029459	0.177646192663534	0	0	0.378606264375449	0.924276999875884	1.43630618391281
