Mixture	B	CD4Tconv	CD8T	DC	Endothelial	Epithelial	NK	Plasma	Malignant	Mono/Macro	P-value	Correlation	RMSE	Absolute score (sig.score)
value...45	0.233995280355387	0.237834071290823	0.0902734445217826	0.214506279797359	0.226120610834371	0	0.203274307424968	0.00531882676599696	0.522000422875948	0	0	0.862637353770088	0.91250947883362	1.73332324386664
value...46	0.107353521862652	0.132852255366743	0.0625655223519387	0.196371526066524	0.258071243671159	0.1673172721299	0.0612660398874513	0.0017405957082764	0.757742119834087	0.0744766063041241	0	0.84786268826722	0.913055840669491	1.81975670318286
value...47	0.197939136108735	0.281128216438941	0.189439367328537	0.105608915087791	0.306835244666028	0.417324668047501	0.19770556819966	0.0134065682254321	0.0278431184677971	0.0755285142817417	0	0.874436498379647	0.908910625172573	1.81275931685216
value...48	0.112421987062291	0.0949716502641372	0.0153370529955491	0.040712837025359	0.176192288337831	0.106235848437271	0.143771318844961	0.000374919972840606	1.12259961936614	0	0	0.821652263761467	0.901041946204595	1.81261752230638
value...49	0.081959118147351	0.158708165147871	0	0.202477887042322	0.2329501495317	0	0.131930705614858	0.000623639779791276	0.93778913559268	0.0345197009144586	0	0.829777599656314	0.908264461401647	1.78095850177103
value...50	0.0433109700315307	0.020364040741389	0	0.0390966509042584	0.0991473394073629	0.00437332637625049	0.00782462660328249	0	1.59134016253568	0	0	0.80735473002286	0.876776016167872	1.80545711659976
value...51	0.360686118253585	0.420349834711916	0.0680794114960847	0.360820825653544	0.255375243052436	0.109499996199302	0.0339787756564857	0.00213829947948239	0.0160594832115157	0.080536399559659	0	0.91559313869345	0.902968752358107	1.70752438727401
value...52	0.0845217610570638	0.0839359810342871	0	0.0935172355330904	0.162726949083297	0.0216971646062585	0.0633306046138968	0	1.2844241221689	0.0136240467270445	0	0.813012340371108	0.894485392687109	1.80777786482384
value...53	0.25836803770604	0.158075359622287	0.0942691365509862	0.478738349237886	0.348164152741694	0.0828665188474486	0.231809569196687	0.00425862480391856	0.0667535018926836	0.0523209187318525	0	0.902121208286242	0.902378272158716	1.77562416933148
value...54	0.133677157459318	0.191386900354858	0.0566581157646915	0.286392850221069	0.17288671402307	0	0.186627621702428	0.00240722436554534	0.600950845213037	0.133679674412207	0	0.87894530344963	0.908445559595288	1.76466710351622
value...55	0.0773595699844015	0.0651476295133483	0.0104756253253803	0.0612512666141138	0.141498406134579	0.0228763899062904	0.0141652387531913	0.00196139186854332	1.36707078188596	0.0352101703726001	0	0.801033641027407	0.890753099485268	1.79701647035841
value...56	0.179744639606575	0.196924473890687	0.10417719890048	0.313692458886696	0.0983969972502019	0.273522309144443	0.0153356673505102	0.000966512090303421	0.508442481371066	0.133232564481544	0	0.886243506974732	0.912438732797716	1.82443530297251
value...57	0.269306457388743	0.247057203639966	0.179653244523217	0.148869711998132	0.124321416902463	0.0948016856514322	0.125043227462999	0.0074539748097207	0.399234445590968	0.168123036891711	0	0.882964265930195	0.910646277616384	1.76386440485935
value...58	0.137364502705974	0.185770721168817	0	0.15199961111917	0.257760319101583	0.260916688396798	0.0423681463947303	0.00126514869292268	0.783577536563477	0.0212169321025972	0	0.841895246972614	0.911939825861838	1.84223960624607
value...59	0.100649545133705	0.191199631518379	0.0342977677502084	0.171958350684671	0.105349537891496	0.00752786975138836	0.0406819293704554	0.00306090021977774	1.1058913525699	0	0	0.811201367947732	0.903422332154661	1.76061688488999
value...60	0.189680639142007	0.16730495131919	0.0334297463532726	0.0567414460666792	0.0855688982902765	0.186106331739758	0.0233890056916054	0.00330502154035656	1.04731526400315	0	0	0.80865181714363	0.905239929591966	1.79284130414629
value...61	0.0738642889866052	0.0269766361902624	0.00338274642426649	0.0764756219764914	0.101000375936148	0	0.00760073601641845	0.000421392914526104	1.4931282601805	0	0	0.807526195322962	0.881969708074784	1.78285005862522
value...62	0.152681145406431	0.14786055978195	0	0.0791192046296386	0.124324849240098	0.125192710939216	0.0355292950716567	0	1.15666320185729	0	0	0.813157616776677	0.901010470979688	1.82137096692628
value...63	0.0567150595994401	0.0108652806808831	0.0132772545205588	0.110441449320564	0.135759980435322	0.0184476737787974	0.0329120664502301	0.000525729377840237	1.40517032738778	0.0110665422718208	0	0.802588616059994	0.888066848653008	1.79518136382324
value...64	0.310244645068097	0.456649640650904	0.189790505951807	0.231296136310128	0.213168201420093	0.0724766293441951	0.131638423646196	0.0102555180365445	0.0326138921723751	0.0510079087527919	0	0.887417390604518	0.899181613369405	1.69914150135313
value...65	0.0951688727165833	0.1423430290576	0.0200956859212517	0.0732558073588185	0.295223275216449	0.0959498470964639	0.0275227493216556	0.000994190034307385	1.04862102668288	0.00631426474461294	0	0.804976726669213	0.905914757483028	1.80548874815063
value...66	0.218156509031659	0.105258317847846	0.00220159415407836	0.334278217817025	0.278591353469309	0.149739025445629	0.0842992013113573	0.00490719214571876	0.616608492223157	0	0	0.852204631219382	0.916226677947383	1.79403990344578
value...67	0.254609785605299	0.274610469899201	0.0624502075657172	0.222937358105485	0.240350352208374	0	0.0274828382555166	0.00668694792824907	0.611838370709175	0.0144631791970429	0	0.84968499867629	0.91574488912811	1.71542950947406
value...68	0.273244933690838	0.204496580248859	0.157168817754438	0.641083817036538	0.079233765481153	0.0407521853611323	0.179184973736268	0.00607656862601215	0.0279254433824957	0.164631804649871	0	0.918466896970063	0.883327297666292	1.77379888996761
value...69	0.235050126582822	0.248321821526923	0.154333734979837	0.368111769019446	0.0879044745877628	0.178856135111206	0.30284787503304	0.00957412756004285	0.0214750622322807	0.171576143675857	0	0.896312457223754	0.892405847693247	1.77805127030922
value...70	0.112391616815881	0.33708890787974	0.0940117950636331	0.446224393982496	0.135890762734076	0.111305934422505	0.136362589949415	0.00749095850797721	0.336703659963449	0.0463863208908459	0	0.894094674771169	0.907939331083789	1.76385694021002
value...71	0.0498403649339909	0.101533228622957	0	0.13129832547284	0.110499435797883	0.0145795140009478	0.0249656084529996	0.00297351228639205	1.31358966173969	0.0591295992147144	0	0.816946051107889	0.891927343462877	1.80840925052242
value...72	0.104278354171864	0.0916908957576125	0.0770437838220246	0.145336710393477	0.200902532673558	0.134727625951698	0.0618352343106325	0.00369526341692053	0.928185201255102	0.0626680414272427	0	0.829981249896202	0.90868304015511	1.81036364318013
value...73	0.165131809382778	0.1865046410669	0.024450349860118	0.109609107123057	0.205863006397936	0.00729257848972297	0.076070785548093	0.00112453711288954	0.972010078956404	0.0155016812677539	0	0.824332367972795	0.908390260427049	1.76355857520565
value...74	0.157524928447505	0.175831005175545	0.00478637638700817	0.320911748826984	0.260308321674244	0.0841315926009649	0.00551539954014174	0.00163349069241911	0.779278553755594	0	0	0.850953404943727	0.911553717736871	1.78992141710041
value...75	0.0641591979505784	0.284436270106102	0.0320878860417054	0.342883106431193	0.0738451068103078	0.082573629245888	0.252147475423678	3.13121572191407e-05	0.437302776890189	0.246722835498396	0	0.898561433621818	0.90134098489492	1.81618959655526
value...76	0.142445102629909	0.102347791156349	0	0.0984908072969065	0.179415219026351	0.11790811386358	0.099525796251718	0.000717326579892724	1.06712852181662	0	0	0.823526893692396	0.903656688330668	1.80797867862133
value...77	0.105578442358431	0.126771674209498	0.0308868793616699	0.191354055646475	0.0924619454261012	0.00651252519314528	0.0249469706222032	0.000353663322013178	1.20930400600131	0	0	0.806973465307592	0.89945847710476	1.78817016214085
value...78	0.0992444741074661	0.188070771809751	0.0117331574816065	0.214061425833662	0.346448997940282	0.0336389771217712	0.0997729728404358	0.00438864285278731	0.779946719704999	0	0	0.839410213716695	0.91280739697079	1.77730613969276
value...79	0.0903358916917554	0.159328846687904	0	0.0785359968846574	0.166377961998135	0.0901034113415764	0.0849046698093999	0.0016458676048544	1.12534973703582	0	0	0.809853168256397	0.902546362978521	1.7965823830541
value...80	0.221683216056114	0.082020808932752	0	0.32209642018927	0.270161701092611	0.0976165314626843	0.0446012156873578	0.00317097292584797	0.640464298042527	0.111915181277051	0	0.858814196259389	0.9129789407718	1.79373034566622
value...81	0.274939782471872	0.371125403973238	0.172378662118422	0.18234995072293	0.311122791269482	0	0.203774511124464	0.00144463131854249	0.0193646085766825	0.173632786426053	0	0.916402084536492	0.893816525022638	1.71013312800169
value...82	0.297317739031879	0.346869608624526	0.167857678130314	0.216861258395358	0.12907930689691	0.497840475223943	0.0810165110700603	0.00803865589029952	0.00265690486864601	0.0681962037501018	0	0.898087846433865	0.906079070115266	1.81573434188204
value...83	0.190756938475606	0.163673196836916	0.0908442582976719	0.691235643979444	0.0783936112988593	0.315366062676926	0.100419065185569	0.00994128089293658	0	0.220200901981239	0	0.896646445942024	0.893524552856014	1.86083095962517
value...84	0.295282776150722	0.308994708451317	0	0.306573361771534	0.219755980197922	0.0119530762606706	0.247307980598975	0.0061322582802574	0.212258856063881	0.123398871048585	0	0.898054103318824	0.902891288771592	1.73165786882386
value...85	0.133434694069669	0.0803597187484843	0.0544458331709794	0.396884853193648	0.195841849960894	0.150037878462551	0.192019643310472	0	0.468013726054397	0.16995115313714	0	0.890978820636688	0.908743790713604	1.84098935010823
value...86	0.102975669143532	0.0768481669371842	0	0.109843606728746	0.105342051807964	0.0205875418834999	0.0971554163674821	0.00257290713302215	1.26855727139073	0	0	0.804124039953371	0.896276422169962	1.78388263139216
value...87	0.226693473521116	0.311987650520215	0.152351715850839	0.137949712117305	0.302069007301397	0.108396718317611	0.348455274658512	0.00187849978782872	0.0285077486549942	0.154850759444374	0	0.91376588830496	0.894239545027462	1.77314056017419
value...88	0.115902156330485	0.220572556961859	0.0855161430461471	0.407297552854456	0.145224301306303	0.139801205897521	0.157240574227184	0.00358530518224218	0.357143340378364	0.180237228097321	0	0.895926975692255	0.907080416153302	1.81252036428188
value...89	0.109920809438609	0.138248485894112	0	0.137720972211679	0.199025971704729	0.0566063223663003	0.072794401794083	0.00119702219697685	1.07106891740985	0	0	0.815669775615638	0.904502183954669	1.78658290301634
value...90	0.116079976231244	0.12473249322221	0.00210071974790722	0.354206893104834	0.304363143126774	0.0312476778901631	0.053739149534454	0.00117703520156589	0.632081352649967	0.177180248687258	0	0.878727931233639	0.907767213240124	1.79690868939638
value...91	0.10120625177699	0.149202202923737	0	0.0887514409306315	0.157337319649794	0.119598711582976	0.0883255196774063	0.000549760871029992	1.05834894857469	0.0609295776302917	0	0.827774768480951	0.903917829056108	1.82424973361755
value...92	0.198688360111655	0.21471155143441	0	0.234232367777041	0.154160868442185	0.112496681086197	0.0442386620377108	0.00347638580242959	0.70272494693788	0.130565919052113	0	0.85450352934394	0.913183692022214	1.79529574268162
value...93	0.103813398990231	0.118194184535474	0.0182666887419821	0.13506882773365	0.0894461996202978	0.135115694668945	0.0421834980917998	0.00206778549679939	1.12461509595649	0.0500048243762079	0	0.817539872807473	0.901397055080175	1.81877619821188
value...94	0.085228258158086	0.129323628759292	0.000570776080654481	0.147611150771366	0.269645750469985	0	0.0824283049655563	0.00208378159295049	0.978658323604384	0.0880068081369996	0	0.834020238571047	0.905436706883274	1.78355678253927
value...95	0.246853080729209	0.388406477852054	0.143696917595747	0.271290422518856	0.203632801514983	0	0.185426281284533	0.0113053690809827	0.181207855699813	0.0748026789958609	0	0.888243650225829	0.900384222920622	1.70662188527204
value...96	0.156458600824284	0.229794134938022	0.0227249337758281	0.269500991359875	0.290551470395695	0	0.0620407618978714	0.00344934621093642	0.618745399730174	0.108836347393257	0	0.865565364177437	0.912900356598399	1.76210198652594
value...97	0.335177198656705	0.309575437550348	0.149130997093441	0.147411506599216	0.157507064784255	0.272527384871434	0.105059763683939	0.00655044572264328	0.242785880662061	0.057123714705756	0	0.887581237825455	0.913638109193706	1.7828493943298
value...98	0.142654805587513	0.0958324462926925	0	0.161378730828273	0.274633709192165	0	0.0475695045945304	0.000777697606847322	0.940640530883819	0.115739137136845	0	0.829127448439133	0.907201845214908	1.77922656212269
value...99	0.136191570788856	0.115252641537142	0.0116829952228084	0.144341599726371	0.317341282879203	0	0.193424278049803	0.00182716569207945	0.814128908575401	0.0451010432720458	0	0.84230808701247	0.910776089644786	1.77929148574371
value...100	0.149770471719263	0.270190781391911	0.00907496721917019	0.385815863484264	0.202798533195418	0	0.023940774876725	0.000859050164674695	0.699622677922377	0	0	0.862105149453221	0.911295741947062	1.7420731199738
