Mixture	B	CD8Teff	pDC	Endothelial	Epithelial	M2	Monocyte	M1	NK	Plasma	Malignant	Th2	P-value	Correlation	RMSE	Absolute score (sig.score)
value...69	0.12726328737189	0	0.309014837067054	0.249863391259464	0.0531528461548896	0.00309868487245379	0	0.250576346319303	0.0963628774016893	0.00559552688760218	0.521678380785222	0.169964055270071	0	0.883128070730501	0.897652961454023	1.78657023338964
value...70	0.151361470148061	0.0118773651136004	0.127695235636188	0.0983905197805971	0.0409122268580892	0	0	0.106131480009944	0.00227151852700938	0.0025152677251625	1.21719977740858	0.039929030396958	0	0.8453637387957	0.881758201070666	1.79828389160419
value...71	0.109748327574175	0.0930456673188698	0.281263336098926	0.323719211943343	0.249084926041686	0.0345422806303222	0.035652982344796	0.128837991966491	0.149214247759186	0.0073106571722073	0.220940420141817	0.191681128398694	0	0.890235309348097	0.899598239634047	1.82504117739051
value...72	0.0895400202268365	0.0267565441373508	0.117365453790818	0.182083895294074	0.0397918516251601	0	0	0.038444783070397	0.0812775557832979	0	1.12587417852974	0.101244970339553	0	0.844454169088375	0.887390163765526	1.80237925279723
value...73	0.132086229217716	0	0.15371060467198	0.253260770094886	0.0978543606812061	0.0893885919025627	0.0158443780786144	0.201594108395208	0.0572163755083952	3.84876740502854e-05	0.675349228462946	0.129102990360813	0	0.880034331981127	0.896839870771436	1.80544612504838
value...74	0.123577288218475	0	0.314219432579032	0.186389852809225	0.00608444935735406	0.148523682487531	0.000250580034140446	0.214528889165016	0.090832497350904	0.00113734963635441	0.667881382495533	0.0476893076963645	0	0.884777555955579	0.888660549387544	1.80111471182993
value...75	0.0797095892306246	0	0.0911780561977218	0.189542359701833	0.0478313616331328	0.0552474375160593	0.00435002605445808	0.0278768330010154	0.032276091684142	0.00202307211363036	1.26619636642849	0.0205622120283045	0	0.840938073690885	0.877942237446554	1.81679340558941
value...76	0.116306414225013	0.0196858532400809	0.331068436432709	0.215482348986359	0.0180948184333366	0.125719124734726	0.00163917072246243	0.133790839781408	0.0200443779187449	0.00339059001822482	0.655537616408914	0.147071485228435	0	0.880493192816131	0.89325771382099	1.78783107613041
value...77	0.127032565312859	0.115564184391045	0.3219871517473	0.203303033553596	0.227315224164602	0.0407389045735123	0.0637464688965299	0.38779303106065	0.0569861425282146	0.00148725734779712	0.0139626265380679	0.230881710035338	0	0.918047833702884	0.880547711998043	1.79079830014951
value...78	0.0729644106323667	0.00693543374243749	0.115532442118674	0.176777810257173	0.0737071079205848	0.0686914116757193	0.0188372885577033	0.0507517486761527	0.0432479892189234	0.00044392731890641	1.09583034414083	0.110777758562275	0	0.85526806161282	0.886486663846907	1.83449767282175
value...79	0.122174404603673	0	0.0951898863850788	0.12595839671049	0.0185629539077914	0.0462605440287837	0	0.121576672325903	0.00504971997775849	0.00019754012325037	1.21148420491429	0.055311581672204	0	0.854233667610178	0.880023608665451	1.80176590464922
value...80	0.0451653499187087	0	0.0712121987541454	0.100830114490832	0	0.0180124643562867	0	0.0380722416173391	0.0316167694332999	0.00247248371657803	1.45962817879731	0.0454755313739422	0	0.833531261681059	0.869443380217968	1.81248533245844
value...81	0.055668581505223	0.0381445856704442	0.306953694385528	0.102496192610539	0.0830017264064304	0.118293215763663	0.0091883987473275	0.166901326613509	0.0561210542274786	0.00379027226905005	0.721052943642086	0.15873204898196	0	0.871465144057152	0.894010190258698	1.82034404082324
value...82	0.104485002188741	0.00947601162075069	0.455468128936984	0.172008537908634	0	0.276118969871641	0.0953234196084101	0.360024947268338	0.0852401514197189	0.000344857048694331	0.0663944336382515	0.155778021220884	0	0.916375163233946	0.850584024729329	1.78066248073105
value...83	0.193969862049174	0.0708969930782246	0.295093453553434	0.186053512967539	0.185883122244774	0.01385860266757	0	0.108513170856955	0.055460588468325	0.00365339364754823	0.581975751649629	0.108834463077987	0	0.869875294183018	0.904061611605136	1.80419291426116
value...84	0.0922408370892187	0.0367096777585316	0.0845530729690594	0.110260252151873	0.0189376786895023	0.0671846541301053	0.0204593619623788	0.125089354848919	0.0455217395212001	0.002962127720123	1.11773707775616	0.0740912380361909	0	0.845975292103069	0.886385688819852	1.79574707263326
value...85	0.0992734215614599	0.0631537986508137	0.112586239205601	0.0959332775247185	0.031479470900994	0.0220765134796733	0	0.0247218609886015	0.0143365056845976	0.00342051030367023	1.26667573973573	0.0632761155095088	0	0.817780926858268	0.883928942183224	1.79693345354537
value...86	0.0781324827359768	0	0.127493895518431	0.137152280629406	0.031763921320354	0	0.0256020229884958	0.0686444352989673	0.0276129063671402	0.00356059142529401	1.28450351707733	0.0276345457516947	0	0.832433095843352	0.879188953568049	1.81210059911309
value...87	0.0751625732631531	0	0.241047456124215	0.21051013358957	0	0.0549718782058826	0.0221563255486412	0.140739843370932	0.0176798255528608	0.000841206162893277	0.93978132988178	0.0964752224712234	0	0.869737818922041	0.887817823399022	1.79936579417115
value...88	0.228560646094604	0	0.114006252554145	0.314061756540167	0.398341832753449	0.0761463259236342	0	0.362337115175037	0.053419730746491	0.00890394467475717	0	0.273024134949606	0	0.89661621539405	0.894495117084607	1.82880173941189
value...89	0.108711774970441	0.0327879521390491	0.212373367472559	0.108884957183801	0.0828050458345903	0.0433429178252773	0.0272655233806211	0.144303678637223	0.0347602868198075	0.00351337895323003	0.871968380716109	0.133298620684715	0	0.855351297000181	0.895555230912185	1.80401588461742
value...90	0.262251844932982	0.020665934762159	0.390845346763077	0.218743759971429	0	0.0536171262103486	0	0.309925495971711	0.244308334332883	0.00386503363512177	0.0416688129600502	0.189535433908009	0	0.915433011288271	0.873559987072148	1.73542712344777
value...91	0.0642863165907277	0.0480688326134208	0.186690099284845	0.329963157314611	0	0.160003354698122	0	0.061202539861077	0.0588597682766393	0.00571552782516286	0.809800319284022	0.0675560293399403	0	0.847085470787266	0.893974152844526	1.79214594508857
value...92	0.264590761229165	0	0.467003964654935	0.262933782154383	0.0526869811547538	0.209899744797938	0.135301972600623	0.188066963183528	0.0321398144072774	0.00439325090959204	0.0362503230977145	0.130873566966209	0	0.907287931840854	0.865755887162639	1.78414112515612
value...93	0.0725660782848984	0.0165863637937973	0.169526436683065	0.151431326928863	0.0415440770749072	0	0	0.109086007716616	0.040151420701056	0.000220962494064633	1.16184145907205	0.050697004686432	0	0.851789957261446	0.883529598716672	1.81365113743575
value...94	0.126834817770541	0.0340197612118782	0.203833706568331	0.193445099010255	0.0905353874353702	0.105442129765992	0.0199726188751335	0.25245843672722	0.0164708785417124	0.000150581186307348	0.580401101333039	0.163430532231499	0	0.887443673655912	0.895137658578226	1.78699505065728
value...95	0.265850246849506	0.041357136393862	0.342441050219355	0.261053894807774	0.153760782970103	0.167366708475977	0	0.274813378232102	0.113194130453413	0.0145175681761551	0.0394951513904177	0.115654655853074	0	0.896480283717829	0.882750603562544	1.78950470382174
value...96	0.0862006481099308	0.0366461688137791	0.302510423965558	0.243825518735208	0.0978525956953733	0.0634338512952707	0	0.169045459895369	0.102754455343698	0.000427988127621136	0.569919872255524	0.143466342678606	0	0.893031482285431	0.897038765524832	1.81608332491594
value...97	0.0461999529799557	0	0.143802564730086	0.16612193614944	0.0233516390190773	0.0582364198724788	0	0.0124457415799893	0.0173717159986433	0.00150276223690614	1.31230978708167	0.030092813653668	0	0.836003635664006	0.875881246538499	1.81143533330192
value...98	0.0465916061215736	0.0422017515612999	0.119822537947656	0.255690678619686	0.0684307501095798	0.064497900760469	0	0.0787980130776402	0.0387425513151173	0.00192072631162905	0.986100184402764	0.113384601687553	0	0.858388417582782	0.890204372803432	1.81618130191497
value...99	0.0467680636422668	0	0.107688289788148	0.127814087728131	0.0180114930514313	0.0195487373070077	0	0.0242265223685888	0.0151397655854944	0.000972440038219738	1.45447298022577	0.00265770198678895	0	0.832887714049647	0.868721220405579	1.81730008172185
value...100	0.0473588947130102	0.126154447315334	0.301759460601578	0.224800101516503	0.144408299154705	0.0868072317207795	0	0.270365346527296	0.181131662523336	0.00391213610062281	0.222994447564841	0.208538316367534	0	0.905157726938841	0.889533939481831	1.81823034410554
